,flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.delay,arrival.scheduled,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
90,2022-04-03,landed,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,A,A37,9.0,2022-04-03T07:00:00+00:00,2022-04-03T07:00:00+00:00,2022-04-03T07:08:00+00:00,2022-04-03T07:08:00+00:00,2022-04-03T07:08:00+00:00,Indianapolis International,America/Indiana/Indianapolis,IND,KIND,C,B9,6,,2022-04-03T10:07:00+00:00,2022-04-03T10:07:00+00:00,2022-04-03T09:52:00+00:00,2022-04-03T09:52:00+00:00,2022-04-03T09:52:00+00:00,American Airlines,AA,AAL,1506,AA1506,AAL1506,,,,,,,,,,,,,
91,2022-04-03,landed,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,A,A34,24.0,2022-04-03T07:00:00+00:00,2022-04-03T07:00:00+00:00,2022-04-03T07:24:00+00:00,2022-04-03T07:24:00+00:00,2022-04-03T07:24:00+00:00,Fort Lauderdale–Hollywood International,America/New_York,FLL,KFLL,3,E7,5,9.0,2022-04-03T10:41:00+00:00,2022-04-03T10:41:00+00:00,2022-04-03T10:50:00+00:00,2022-04-03T10:50:00+00:00,2022-04-03T10:50:00+00:00,American Airlines,AA,AAL,1429,AA1429,AAL1429,,,,,,,,,,,,,
92,2022-04-03,cancelled,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C15,18.0,2022-04-03T07:00:00+00:00,2022-04-03T07:00:00+00:00,,,,Denver International,America/Denver,DEN,KDEN,1,A49,17,,2022-04-03T08:06:00+00:00,2022-04-03T08:06:00+00:00,,,,American Airlines,AA,AAL,1244,AA1244,AAL1244,,,,,,,,,,,,,
93,2022-04-03,landed,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C16,7.0,2022-04-03T07:00:00+00:00,2022-04-03T07:00:00+00:00,2022-04-03T07:06:00+00:00,2022-04-03T07:06:00+00:00,2022-04-03T07:06:00+00:00,Nashville International,America/Chicago,BNA,KBNA,B,C11,,,2022-04-03T08:48:00+00:00,2022-04-03T08:48:00+00:00,2022-04-03T08:28:00+00:00,2022-04-03T08:28:00+00:00,2022-04-03T08:28:00+00:00,American Airlines,AA,AAL,1103,AA1103,AAL1103,,,,,,,,,,,,,
94,2022-04-03,landed,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C6,10.0,2022-04-03T07:00:00+00:00,2022-04-03T07:00:00+00:00,2022-04-03T07:09:00+00:00,2022-04-03T07:09:00+00:00,2022-04-03T07:09:00+00:00,"Jacksonville,",America/New_York,JAX,KJAX,C,C7,7,,2022-04-03T10:17:00+00:00,2022-04-03T10:17:00+00:00,2022-04-03T10:01:00+00:00,2022-04-03T10:01:00+00:00,2022-04-03T10:01:00+00:00,American Airlines,AA,AAL,1061,AA1061,AAL1061,,,,,,,,,,,,,
95,2022-04-03,landed,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,D,D17,6.0,2022-04-03T06:14:00+00:00,2022-04-03T06:14:00+00:00,2022-04-03T06:20:00+00:00,2022-04-03T06:20:00+00:00,2022-04-03T06:20:00+00:00,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,C,38,11,,2022-04-03T10:00:00+00:00,2022-04-03T10:00:00+00:00,2022-04-03T09:44:00+00:00,2022-04-03T09:44:00+00:00,2022-04-03T09:44:00+00:00,American Airlines,AA,AAL,2101,AA2101,AAL2101,,N872NN,B738,B738,ABFEFD,,,,,,,,
96,2022-04-03,scheduled,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C28,18.0,2022-04-03T18:45:00+00:00,2022-04-03T18:45:00+00:00,,,,San Luis Potosi,America/Mexico_City,SLP,MMSP,A,,,,2022-04-03T20:56:00+00:00,2022-04-03T20:56:00+00:00,,,,American Airlines,AA,AAL,861,AA861,AAL861,,,,,,,,,,,,,
97,2022-04-03,scheduled,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C15,18.0,2022-04-03T18:45:00+00:00,2022-04-03T18:45:00+00:00,,,,Fresno Air Terminal Airport,America/Los_Angeles,FAT,KFAT,,,,,2022-04-03T20:20:00+00:00,2022-04-03T20:20:00+00:00,,,,American Airlines,AA,AAL,1381,AA1381,AAL1381,,,,,,,,,,,,,
98,2022-04-03,scheduled,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,C,C26,18.0,2022-04-03T18:45:00+00:00,2022-04-03T18:45:00+00:00,,,,Hopkins International,America/New_York,CLE,KCLE,,C3,8,,2022-04-03T22:22:00+00:00,2022-04-03T22:22:00+00:00,,,,American Airlines,AA,AAL,1484,AA1484,AAL1484,,,,,,,,,,,,,
99,2022-04-03,scheduled,,,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,B,B4,18.0,2022-04-03T18:45:00+00:00,2022-04-03T18:45:00+00:00,,,,James Cox Dayton International,America/New_York,DAY,KDAY,2,A11,2,,2022-04-03T22:01:00+00:00,2022-04-03T22:01:00+00:00,,,,American Airlines,AA,AAL,3772,AA3772,AAL3772,,,,,,,,,,,,,
